https://w3id.org/okn/o/sdm#ModelConfiguration,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#hasExample,https://w3id.org/okn/o/sd#hasUsageNotes,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://w3id.org/okn/o/sdm#hasModelCategory,https://w3id.org/okn/o/sd#hasInput,https://w3id.org/okn/o/sd#hasOutput,https://w3id.org/okn/o/sd#hasParameter,https://w3id.org/okn/o/sd#hasAssumption,https://w3id.org/okn/o/sdm#hasGrid,https://w3id.org/okn/o/sdm#hasOutputTimeInterval,https://w3id.org/okn/o/sdm#hasCausalDiagram,https://w3id.org/okn/o/sdm#hasProcess,https://w3id.org/okn/o/sd#hasSoftwareImage,https://w3id.org/okn/o/sd#hasImplementationScriptLocation,https://w3id.org/okn/o/sd#hasSupportScriptLocation,https://w3id.org/okn/o/sd#hasComponentLocation,https://w3id.org/okn/o/sd#hasConstraint,https://w3id.org/okn/o/sd#author,https://w3id.org/okn/o/sd#contributor,https://w3id.org/okn/o/sd#dateCreated,https://w3id.org/okn/o/sd#datePublished,https://w3id.org/okn/o/sd#hasInstallationInstructions,https://w3id.org/okn/o/sd#hasPurpose,https://w3id.org/okn/o/sd#hasSampleVisualization,https://w3id.org/okn/o/sd#hasSourceCode,https://w3id.org/okn/o/sd#hasTypicalDataSource,https://w3id.org/okn/o/sd#keywords,https://w3id.org/okn/o/sd#memoryRequirements,https://w3id.org/okn/o/sd#operatingSystems,https://w3id.org/okn/o/sd#processorRequirements,https://w3id.org/okn/o/sd#publisher,https://w3id.org/okn/o/sd#screenshot,https://w3id.org/okn/o/sd#shortDescription,https://w3id.org/okn/o/sd#softwareRequirements,https://w3id.org/okn/o/sdm#hasEquation,https://w3id.org/okn/o/sd#adjustableParameter,https://w3id.org/okn/o/sdm#calibrationMethod,https://w3id.org/okn/o/sdm#calibrationTargetVariable,https://w3id.org/okn/o/sdm#hasCalibration,https://w3id.org/okn/o/sd#hasSetup,https://w3id.org/okn/o/sdm#hasExpertTunedModel,https://w3id.org/okn/o/sdm#hasModelResultTable,https://w3id.org/okn/o/sdm#hasRegion,https://w3id.org/okn/o/sdm#parameterAssignmentMethod,https://w3id.org/okn/o/sd#compatibleVisualizationSoftware,https://w3id.org/okn/o/sd#hasSampleExecution,https://w3id.org/okn/o/sd#hasSampleResult,https://w3id.org/okn/o/sd#hadPrimarySource,https://w3id.org/okn/o/sdm#usefulForCalculatingIndex
economic-v6.1_advanced_pongo,Advanced configuration of the economic model calibrated for the Pongo region of South Sudan (v6.1) and exposing 15 parameters-3 per crop ,Aggregate crop supply response model calibrated for the Pongo region of South Sudan (version 6.1). This model exposes 15 adjustable parameters: 3 parameters per crop,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Economy,econ_v6.1_cycles_data_fixed;econ_v6.1_land_fixed;econ_v6.1_price_fixed;econ_v6.1_production_cost_fixed,econ_v6.1_land_use;econ_v6.1_calib_land_use,econ_v6_cassava_crop_price_adjustment;econ_v6_cassava_land_cost_adjustment;econ_v6_cassava_fertilizer_cost_adjustment;econ_v6_groundnuts_crop_price_adjustment;econ_v6_groundnuts_land_cost_adjustment;econ_v6_groundnuts_fertilizer_cost_adjustment;econ_v6_maize_crop_price_adjustment;econ_v6_maize_land_cost_adjustment;econ_v6_maize_fertilizer_cost_adjustment;econ_v6_sesame_crop_price_adjustment;econ_v6_sesame_land_cost_adjustment;econ_v6_sesame_fertilizer_cost_adjustment;econ_v6_sorghum_crop_price_adjustment;econ_v6_sorghum_land_cost_adjustment;econ_v6_sorghum_fertilizer_cost_adjustment,The model assumes that only one parameter will be changed at the same time,econ_grid,economic_aggregate_crop_supply_TI,economic_aggregate_crop_supply_CAG_process;economic_aggregate_crop_supply_CAG_variables,constr_max_net_revenue_process,mintproject/economic:v5,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1/economic-v6.1.zip,,,,,,,,,source_econ_config_v6.1,,economy; land use; crop production; fertilizer costs,,,,,,,,,econ_v6_cassava_crop_price_adjustment;econ_v6_cassava_land_cost_adjustment;econ_v6_cassava_fertilizer_cost_adjustment;econ_v6_groundnuts_crop_price_adjustment;econ_v6_groundnuts_land_cost_adjustment;econ_v6_groundnuts_fertilizer_cost_adjustment;econ_v6_maize_crop_price_adjustment;econ_v6_maize_land_cost_adjustment;econ_v6_maize_fertilizer_cost_adjustment;econ_v6_sesame_crop_price_adjustment;econ_v6_sesame_land_cost_adjustment;econ_v6_sesame_fertilizer_cost_adjustment;econ_v6_sorghum_crop_price_adjustment;econ_v6_sorghum_land_cost_adjustment;econ_v6_sorghum_fertilizer_cost_adjustment,,econ_land_area;econ_Nfert,,,,,Pongo_Basin_SS,Calibration,,,,,
economic-v6.1_single_crop,Configuration of the economic model  (v6.1) including only maize,Aggregate crop supply response model (version 6.1) including only maize,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Economy,econ_v6.1_cycles_data;econ_v6.1_land;econ_v6.1_price;econ_v6.1_production_cost,econ_v6.1_land_use;econ_v6.1_single_crop_calib_land_use,econ_v6_maize_crop_price_adjustment;econ_v6_maize_land_cost_adjustment;econ_v6_maize_fertilizer_cost_adjustment,The model assumes that only one parameter will be changed at the same time,econ_grid,economic_aggregate_crop_supply_TI,economic_aggregate_crop_supply_CAG_process;economic_aggregate_crop_supply_CAG_variables,constr_max_net_revenue_process,mintproject/economic:v5,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1_single_crop/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1_single_crop/economicVer6.1-1crop.zip,,,,,,,,,source_econ_config_v6.1_single_crop,,economy; land use; crop production; fertilizer costs,,,,,,,,,,,,,economic-v6.1_single_crop_pongo,,,,,,,,,
economic-v6.1_single_crop_pongo,Basic configuration of the economic model calibrated for South Sudan (v6.1) exposing parameters to adjust maize ,Aggregate crop supply response model calibrated for the Pongo region of South Sudan (version 6.1). Adjustments on maize can be performed,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Economy,econ_v6.1_single_crop_cycles_data_fixed;econ_v6.1_single_crop_land_fixed;econ_v6.1_single_crop_price_fixed;econ_v6.1_single_crop_production_cost_fixed,econ_v6.1_land_use;econ_v6.1_single_crop_calib_land_use,econ_v6_maize_crop_price_adjustment;econ_v6_maize_land_cost_adjustment;econ_v6_maize_fertilizer_cost_adjustment,The model assumes that only one parameter will be changed at the same time,econ_grid,economic_aggregate_crop_supply_TI,economic_aggregate_crop_supply_CAG_process;economic_aggregate_crop_supply_CAG_variables,constr_max_net_revenue_process,mintproject/economic:v5,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1_single_crop/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1_single_crop/economicVer6.1-1crop.zip,,,,,,,,,source_econ_config_v6.1_single_crop,,economy; land use; crop production; fertilizer costs,,,,,,,,,econ_v6_maize_crop_price_adjustment;econ_v6_maize_land_cost_adjustment;econ_v6_maize_fertilizer_cost_adjustment,,econ_land_area;econ_Nfert,,,,,Pongo_Basin_SS,Calibration,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cycles,Cycles configuration (v0.9.3),Cycles (version 0.9.3) simple configuration ,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Agriculture,cycles_reinit;cycles_weather;cycles_config;cycles_soil,cycles_soilProfile;cycles_somF;cycles_crop;cycles_nitrogen;cycles_season;cycles_summary;cycles_weatherOutput;cycles_water;cycles_seasonConfig,cycles_planting-day-1;cycles_planting-day-1-duration;cycles_planting-day-2;cycles_planting-day-2-duration,,cycles_grid,cycles_cfg_simple_TI,cycles_cfg_simple_CAG;cycles_cfg_complex_CAG,cycles_precipitation_process;cycles_solarradiation_process;cycles_management_process;cycles_transpiration_process;cycles_biomassgrowth_process;cycles_Nuptake_process;cycles_respiration_process;cycles_humification_process;cycles_Ntransport_process;cycles_Nmineralizationandimmobalization_process,mintproject/cycles:0.9.3-alpha,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles/cycles/run,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles/cycles/SS_base.operation;https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles/cycles/SS_crops.crop;https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles/cycles/__pegasus-job.properties;https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles/cycles/io.sh;https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles/cycles/SS_base.ctrl,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles/cycles.zip,,mayani_rajiv,,,,,,,source_cycles_config,,agriculture; cycles; crop growth; weather;soil;crop management,,,,,,,,,,,,,,,,,,,,,,crop_production__seasonal_production_index
cycles_multiple_points,Cycles configuration (v0.9.3) using multiple points ,Cycles (version 0.9.3) configuration to run the model with multiple points ,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Agriculture,cycles_mp_reinit;cycles_mp_weather;cycles_mp_soil;cycles_mp_cropname;cycles_mp_percent_increase_fertilizer,cycles_soilProfile;cycles_somF;cycles_crop;cycles_nitrogen;cycles_season;cycles_summary;cycles_weatherOutput;cycles_water;cycles_seasonConfig,cycles_planting-day-1;cycles_planting-day-1-duration;cycles_planting-day-2;cycles_planting-day-2-duration,,cycles_grid,cycles_cfg_simple_TI,cycles_cfg_simple_CAG;cycles_cfg_complex_CAG,cycles_precipitation_process;cycles_solarradiation_process;cycles_management_process;cycles_transpiration_process;cycles_biomassgrowth_process;cycles_Nuptake_process;cycles_respiration_process;cycles_humification_process;cycles_Ntransport_process;cycles_Nmineralizationandimmobalization_process,mintproject/cycles:0.9.3-alpha,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/cycles_multiple_points/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles_multiple_points/cycles_multiple_points.zip,,mayani_rajiv,,,,,,,source_cycles_config_mp,,agriculture; cycles; crop growth; weather;soil;crop management,,,,,,,,,,,,,,,,,,,,,,crop_production__seasonal_production_index
cycles-0.9.4-alpha,Cycles configuration (v0.9.4) exposing weed fraction and fertilizer rate,Cycles configuration (version 0.9.4) exposing additional parameters such as weeds fraction and fertilizer rate,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Agriculture,cycles-0.9.4-alpha_soil;cycles-0.9.4-alpha_weather;cycles-0.9.4-alpha_crops,cycles-0.9.4-alpha_soilProfile;cycles-0.9.4-alpha_crop;cycles-0.9.4-alpha_water;cycles-0.9.4-alpha_somF;cycles-0.9.4-alpha_summary;cycles-0.9.4-alpha_nitrogen;cycles-0.9.4-alpha_weatherOutput;cycles-0.9.4-alpha_season;cycles-0.9.4-alpha_outputs,cycles-0.9.4-alpha_crop_name;cycles-0.9.4-alpha_start_year;cycles-0.9.4-alpha_end_year;cycles-0.9.4-alpha_start_planting_day;cycles-0.9.4-alpha_end_planting_day;cycles-0.9.4-alpha_fertilizer_rate;cycles-0.9.4-alpha_weed_fraction;cycles-0.9.4-alpha_use_forcing,,cycles_grid,cycles_cfg_simple_TI,cycles_cfg_simple_CAG;cycles_cfg_complex_CAG,cycles_precipitation_process;cycles_solarradiation_process;cycles_management_process;cycles_transpiration_process;cycles_biomassgrowth_process;cycles_Nuptake_process;cycles_respiration_process;cycles_humification_process;cycles_Ntransport_process;cycles_Nmineralizationandimmobalization_process,mintproject/cycles:0.9.4-alpha,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/blob/18cf8de2b117fad2a4ede6eb1a439b76ff241486/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,silva_rafael,,,,,,,source_cycles-0.9.4-alpha,,agriculture; cycles; crop growth; weather;soil;crop management,,,,,,,,,,,,,cycles-0.9.4-alpha-simple-pongo;cycles-0.9.4-alpha-advanced-pongo;cycles-0.9.4-alpha-advanced-pongo-weather,,,,,,,,,crop_production__seasonal_production_index
cycles-0.9.4-alpha-simple-pongo,Cycles calibrated model (v0.9.4) for the Pongo region-no file selection ,Cycles calibrated model (v0.9.4) for the Pongo region-no file or parameter selection ,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Agriculture,cycles-0.9.4-alpha_soil_fixed;cycles-0.9.4-alpha_weather_fixed;cycles-0.9.4-alpha_crops_fixed,cycles-0.9.4-alpha_soilProfile;cycles-0.9.4-alpha_crop;cycles-0.9.4-alpha_water;cycles-0.9.4-alpha_somF;cycles-0.9.4-alpha_summary;cycles-0.9.4-alpha_nitrogen;cycles-0.9.4-alpha_weatherOutput;cycles-0.9.4-alpha_season;cycles-0.9.4-alpha_outputs,cycles-0.9.4-alpha_crop_name_fixed;cycles-0.9.4-alpha_start_year_fixed;cycles-0.9.4-alpha_end_year_fixed;cycles-0.9.4-alpha_start_planting_day_fixed;cycles-0.9.4-alpha_end_planting_day_fixed;cycles-0.9.4-alpha_fertilizer_rate_fixed;cycles-0.9.4-alpha_weed_fraction_fixed;cycles-0.9.4-alpha_use_forcing_fixed,,cycles_grid,cycles_cfg_simple_TI,cycles_cfg_simple_CAG;cycles_cfg_complex_CAG,cycles_precipitation_process;cycles_solarradiation_process;cycles_management_process;cycles_transpiration_process;cycles_biomassgrowth_process;cycles_Nuptake_process;cycles_respiration_process;cycles_humification_process;cycles_Ntransport_process;cycles_Nmineralizationandimmobalization_process,mintproject/cycles:0.9.4-alpha,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles_2.0.0/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/blob/18cf8de2b117fad2a4ede6eb1a439b76ff241486/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,silva_rafael,,,,,,,source_cycles-0.9.4-alpha,,agriculture; cycles; crop growth; weather;soil;crop management,,,,,,,,,,,,,,,,Pongo_Basin_SS,Expert-configured,,,,,crop_production__seasonal_production_index
cycles-0.9.4-alpha-advanced-pongo,Cycles calibrated model (v0.9.4) for the Pongo region with planting dates,Cycles calibrated model (v0.9.4) for the Pongo region. Planting dates can be selected as parameter values ,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Agriculture,cycles-0.9.4-alpha_soil_fixed;cycles-0.9.4-alpha_weather_fixed;cycles-0.9.4-alpha_crops_fixed,cycles-0.9.4-alpha_soilProfile;cycles-0.9.4-alpha_crop;cycles-0.9.4-alpha_water;cycles-0.9.4-alpha_somF;cycles-0.9.4-alpha_summary;cycles-0.9.4-alpha_nitrogen;cycles-0.9.4-alpha_weatherOutput;cycles-0.9.4-alpha_season;cycles-0.9.4-alpha_outputs,cycles-0.9.4-alpha_crop_name;cycles-0.9.4-alpha_start_year;cycles-0.9.4-alpha_end_year;cycles-0.9.4-alpha_start_planting_day;cycles-0.9.4-alpha_end_planting_day;cycles-0.9.4-alpha_fertilizer_rate;cycles-0.9.4-alpha_weed_fraction;cycles-0.9.4-alpha_use_forcing_fixed,,cycles_grid,cycles_cfg_simple_TI,cycles_cfg_simple_CAG;cycles_cfg_complex_CAG,cycles_precipitation_process;cycles_solarradiation_process;cycles_management_process;cycles_transpiration_process;cycles_biomassgrowth_process;cycles_Nuptake_process;cycles_respiration_process;cycles_humification_process;cycles_Ntransport_process;cycles_Nmineralizationandimmobalization_process,mintproject/cycles:0.9.4-alpha,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles_2.0.0/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/blob/18cf8de2b117fad2a4ede6eb1a439b76ff241486/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,silva_rafael,,,,,,,source_cycles-0.9.4-alpha,,agriculture; cycles; crop growth; weather;soil;crop management,,,,,,,,,cycles-0.9.4-alpha_crop_name;cycles-0.9.4-alpha_start_year;cycles-0.9.4-alpha_end_year;cycles-0.9.4-alpha_start_planting_day;cycles-0.9.4-alpha_end_planting_day;cycles-0.9.4-alpha_fertilizer_rate;cycles-0.9.4-alpha_weed_fraction,,,,,,,Pongo_Basin_SS,Expert-configured,,,,,crop_production__seasonal_production_index
cycles-0.9.4-alpha-advanced-pongo-weather,Cycles calibrated model (v0.9.4) for the Pongo region with planting dates. Weather file can be chosen,Cycles calibrated model (v0.9.4) for the Pongo region. Planting dates can be selected as parameter values and the weather file can be chosen as an input ,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Agriculture,cycles-0.9.4-alpha_soil_fixed;cycles-0.9.4-alpha_weather;cycles-0.9.4-alpha_crops_fixed,cycles-0.9.4-alpha_soilProfile;cycles-0.9.4-alpha_crop;cycles-0.9.4-alpha_water;cycles-0.9.4-alpha_somF;cycles-0.9.4-alpha_summary;cycles-0.9.4-alpha_nitrogen;cycles-0.9.4-alpha_weatherOutput;cycles-0.9.4-alpha_season;cycles-0.9.4-alpha_outputs,cycles-0.9.4-alpha_crop_name;cycles-0.9.4-alpha_start_year;cycles-0.9.4-alpha_end_year;cycles-0.9.4-alpha_start_planting_day;cycles-0.9.4-alpha_end_planting_day;cycles-0.9.4-alpha_fertilizer_rate;cycles-0.9.4-alpha_weed_fraction;cycles-0.9.4-alpha_use_forcing_fixed,,cycles_grid,cycles_cfg_simple_TI,cycles_cfg_simple_CAG;cycles_cfg_complex_CAG,cycles_precipitation_process;cycles_solarradiation_process;cycles_management_process;cycles_transpiration_process;cycles_biomassgrowth_process;cycles_Nuptake_process;cycles_respiration_process;cycles_humification_process;cycles_Ntransport_process;cycles_Nmineralizationandimmobalization_process,mintproject/cycles:0.9.4-alpha,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles_2.0.0/src/run,,https://github.com/mintproject/MINT-WorkflowDomain/blob/18cf8de2b117fad2a4ede6eb1a439b76ff241486/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,silva_rafael,,,,,,,source_cycles-0.9.4-alpha,,agriculture; cycles; crop growth; weather;soil;crop management,,,,,,,,,cycles-0.9.4-alpha_crop_name;cycles-0.9.4-alpha_start_year;cycles-0.9.4-alpha_end_year;cycles-0.9.4-alpha_start_planting_day;cycles-0.9.4-alpha_end_planting_day;cycles-0.9.4-alpha_fertilizer_rate;cycles-0.9.4-alpha_weed_fraction,,,,,,,Pongo_Basin_SS,Expert-configured,,,,,crop_production__seasonal_production_index
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pihm-v2,PIHM configuration,PIHM configuration for the region of South Sudan,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Hydrology,pihm_att;pihm_forc;pihm_modelinfo;pihm_soil;pihm_riv;pihm_geol;pihm_ibc;pihm_lc;pihm_base,pihm_groundwater;pihm_infiltration;pihm_snow;pihm_surf;pihm_unsat;pihm_et0;pihm_et1;pihm_et2;pihm_rech;pihm_stage;pihm_rbed;pihm_rivFlx0;pihm_rivFlx1;pihm_rivFlx2;pihm_rivFlx3;pihm_rivFlx4;pihm_rivFlx5;pihm_rivFlx6;pihm_rivFlx7;pihm_rivFlx8;pihm_rivFlx9;pihm_rivFlx10;pihm_is,pihm_start-date;pihm_end-date;pihm_region-name,,pihm_grid_general,pihm_cfg_TI_general,pihm_cfg_simple_CAG,pihm_solarradiation_process;pihm_evaporation_process;pihm_transpiration_process;pihm_infiltration_process;pihm_runoff_process;pihm_precipitation_process,mintproject/pihm:v2,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/pihm-v2/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/pihm/pihm.zip,[ backwardPIHMInputsDataHaveSameRegion:  (?c rdf:type acdom:pihmClass)  (?c ac:hasInput ?in1)  (?c ac:hasInput ?in2)  noValue(?in1 dcdom:region)  noValue(?in2 dcdom:region)  uriConcat(?c '_region' ?location)  -> (?in1 dcdom:region ?location)  (?in2 dcdom:region ?location)  print('Setting domain of ?in1 and ?in2 to ?location because both inputs to PIHM should be from the same region')],mayani_rajiv,,,,,,,source_pihm_config_v2,,channel routing; surface overland flow; subsurface flow; interception; snow melt; evapotranspiration; semi-discrete approach,,,,,,,,,,,,,,,,,,,,,,StreamFlow_Duration_Index
pihm-v4,PIHM++ configuration for version v4 with aggregated outputs,PIHM++ configuration for version v4 aggregating all outputs in a single zip file,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Hydrology,pihm_v4_weather;pihm_v4_elevation;pihm_v4_waterbed-delineation-shp;pihm_v4_waterbed-delineation-shx;pihm_v4_waterbed-delineation-dbf;pihm_v4_waterbed-delineation-prj;pihm_v4_stream-delineation-shp;pihm_v4_stream-delineation-shx;pihm_v4_stream-delineation-dbf;pihm_v4_stream-delineation-prj;pihm_v4_landuse;pihm_v4_soil,pihm_v4_targz,pihm_start-date;pihm_end-date;pihm_region-name;pihm_adjustment_temp;pihm_adjustment_precip,,pihm_grid_general,pihm_cfg_TI_general,,pihm_solarradiation_process;pihm_evaporation_process;pihm_transpiration_process;pihm_infiltration_process;pihm_runoff_process;pihm_precipitation_process,mintproject/pihm:v4,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/pihm-v4/run,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/pihm-v4/pihm-v4.zip,,mayani_rajiv,,,,,,,source_pihm_config_v4,,channel routing; surface overland flow; subsurface flow; interception; snow melt; evapotranspiration; semi-discrete approach,,,,,,,,,,,,,pihm-v4-southSudan;pihm-v4-southSudan-weather,,,,,,,,https://github.com/shulele/PIHM_Tech/blob/master/PIHM_Tech.pdf,StreamFlow_Duration_Index
pihm-v4-southSudan,PIHM++ v4 configuration (v4) calibrated for South Sudan (Pongo Region) with aggregated outputs,PIHM ++ configuration calibrated for South Sudan (Pongo Region) (v4),,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Hydrology,pihm_v4_weather_fixed;pihm_v4_elevation_fixed;pihm_v4_waterbed-delineation-shp_fixed;pihm_v4_waterbed-delineation-shx_fixed;pihm_v4_waterbed-delineation-dbf_fixed;pihm_v4_waterbed-delineation-prj_fixed;pihm_v4_stream-delineation-shp_fixed;pihm_v4_stream-delineation-shx_fixed;pihm_v4_stream-delineation-dbf_fixed;pihm_v4_stream-delineation-prj_fixed;pihm_v4_landuse_fixed;pihm_v4_soil_fixed,pihm_v4_targz,pihm_start-date_fixed;pihm_end-date_fixed;pihm_region-name_fixed;pihm_adjustment_temp_fixed;pihm_adjustment_precip_fixed,,pihm_grid_SS,pihm_cfg_TI_SS,,pihm_solarradiation_process;pihm_evaporation_process;pihm_transpiration_process;pihm_infiltration_process;pihm_runoff_process;pihm_precipitation_process,mintproject/pihm:v4,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/pihm-v4/run,,,,mayani_rajiv,,,,,,,source_pihm_config_v4,,channel routing; surface overland flow; subsurface flow; interception; snow melt; evapotranspiration; semi-discrete approach,,,,,,,,,,,pihm_streamflow_ph,,,,,Pongo_Basin_SS,Expert-configured,,,,,StreamFlow_Duration_Index
pihm-v4-southSudan-weather,PIHM++ v4 configuration (v4) calibrated for South Sudan (Pongo Region) with aggregated outputs and customizable weather,PIHM ++ configuration calibrated for South Sudan (Pongo Region) (v4) with customizable weather and adjustment parameters,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Hydrology,pihm_v4_weather;pihm_v4_elevation_fixed;pihm_v4_waterbed-delineation-shp_fixed;pihm_v4_waterbed-delineation-shx_fixed;pihm_v4_waterbed-delineation-dbf_fixed;pihm_v4_waterbed-delineation-prj_fixed;pihm_v4_stream-delineation-shp_fixed;pihm_v4_stream-delineation-shx_fixed;pihm_v4_stream-delineation-dbf_fixed;pihm_v4_stream-delineation-prj_fixed;pihm_v4_landuse_fixed;pihm_v4_soil_fixed,pihm_v4_targz,pihm_start-date_fixed;pihm_end-date_fixed;pihm_region-name_fixed;pihm_adjustment_temp;pihm_adjustment_precip,,pihm_grid_SS,pihm_cfg_TI_SS,,pihm_solarradiation_process;pihm_evaporation_process;pihm_transpiration_process;pihm_infiltration_process;pihm_runoff_process;pihm_precipitation_process,mintproject/pihm:v4,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/pihm-v4/run,,,,mayani_rajiv,,,,,,,source_pihm_config_v4,,channel routing; surface overland flow; subsurface flow; interception; snow melt; evapotranspiration; semi-discrete approach,,,,,,,,,pihm_adjustment_temp;pihm_adjustment_precip,,pihm_streamflow_ph,,,,,Pongo_Basin_SS,Expert-configured,,,,,StreamFlow_Duration_Index
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pihm_flooding,Flooding calcultation from PIHM output configuration,Transformation to obtain flooding information from PIHM,,,https://w3id.org/okn/o/sdm#Theory-GuidedModel,Hydrology,pihm_flooding_surf,pihm_flooding_o,pihm_flooding_threshold,,,,,,mintproject/pihm2cycles:1.2,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/GeneralDataPreparation/pihm_flooding/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/GeneralDataPreparation/pihm_flooding/pihm_flooding.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weather_generator,WGEN Basic configuration,WGEN basic configuration adapted from GWGEN (globally applicable weather generator),,,https://w3id.org/okn/o/sdm#EmpiricalModel,Weather,wgen_daily;wgen_monthly,wgen_output,wgen_flagP;wgen_min_lon;wgen_max_lon;wgen_min_lat;wgen_max_lat;wgen_min_month;wgen_max_month;wgen_level,,,wgen_1.0.1_cfg_timeinterval,,,mintproject/weather-generator:latest,https://raw.githubusercontent.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/master/WINGSWorkflowComponents/weather_generator/run,,https://github.com/KnowledgeCaptureAndDiscovery/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/weather_generator/weather_generator.zip,,khider_deborah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
