https://w3id.org/okn/o/sd#SampleCollection,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#hasPart
cycles_weather_pongo_collection,Collection of weather files for Pongo,"""A set of resources from the Pongo region (South Sudan) appropriate to run Cycles""",met10.12Nx25.12E.weather;met10.12Nx25.62E.weather;met10.12Nx29.62E.weather;met10.12Nx30.12E.weather;met10.12Nx31.62E.weather
cycles_weather_gambela_collection,Collection of weather files for Gambela,"""A set of resources from the Gambela region (Ethiopia) that are appropriate to run Cycles""",met10.12Nx34.62E.weather;met10.12Nx35.12E.weather;met10.12Nx35.62E.weather;met10.12Nx36.12E.weather;met10.12Nx36.62E.weather
